#{"t_start": 1772491901.5498207, "env_id": "None"}
r,l,t
-8127.223414,7931,91.784893
1048.352498,1172,100.385045
196.235556,867,106.702242
-0.914883,561,110.828687
1344.497844,5547,151.855443
3046.246927,4761,187.04271
-674.073522,2102,202.482924
-970.27813,176,203.711503
604.76329,589,208.045887
2346.629201,2125,223.976127
-269.93182,1236,233.183096
17.174707,1195,242.437194
203.620168,787,248.307173
1907.446356,3417,273.761131
1455.527448,2527,292.606748
-2767.808722,2597,311.980245
705.642949,1490,323.174635
-580.864254,2107,338.711094
636.267914,901,345.461324
-33.352447,370,348.196414
69.388147,285,350.325091
198.39006,363,353.012378
-1268.955924,3346,378.870252
1027.995992,1746,391.83667
1257.696936,1214,400.848611
5851.430605,3586,427.424003
2861.877658,2711,447.256263
-205.704253,977,454.384608
2161.883681,1448,465.145303
1140.210797,1200,473.958543
-727.26914,135,474.958722
4817.797091,3057,497.552268
920.553184,1476,508.366955
2937.780989,2902,529.837278
-2245.330571,5857,572.848731
-1053.713958,690,577.908217
5485.530778,2816,598.570233
2461.23137,4176,629.252845
2550.409369,2209,645.832064
-1503.128321,100,646.564979
3854.566792,4567,680.423247
2654.111763,2808,701.241199
-5647.743921,7356,756.618964
-363.887251,116,757.481211
31.142517,116,758.354005
905.861754,1273,767.81245
2221.878615,2225,784.193316
-584.981919,327,786.579988
71.882535,216,788.192591
806.656515,713,793.476619
438.492879,517,797.302219
675.244611,820,803.350885
656.363431,679,808.322041
100.032298,363,811.094652
350.466065,387,814.004649
232.679299,342,817.522191
241.083952,370,820.292123
151.627376,293,822.451568
364.484057,327,824.902026
210.453727,319,827.250843
4699.947433,5388,867.181327
2985.209886,2969,889.084635
-710.222033,825,895.23121
425.759126,563,899.462245
1208.868921,904,906.205697
975.160147,1088,914.307345
1285.105216,1596,926.171588
1064.610042,4186,957.449494
3176.267856,3672,984.771684
76.76798,1839,998.584167
-27.807145,609,1003.204948
1466.30735,1259,1012.753398
1301.217235,1351,1022.96097
443.247253,955,1030.2092
1408.06617,1207,1039.366965
29.21931,543,1043.513372
712.914098,7487,1099.055488
4586.170038,4773,1134.776519
478.750408,5022,1171.935102
740.10731,7188,1231.130289
3160.744814,5304,1270.621315
1263.585339,3125,1293.987189
1706.514105,1720,1306.848229
695.697467,1670,1319.444826
-147.278231,535,1323.429057
7248.908884,3775,1351.434594
1833.813952,4442,1384.017504
1441.787594,1706,1396.370106
1502.520217,1403,1406.537801
402.918492,1662,1418.775706
432.462363,1047,1426.5322
264.526736,660,1431.354347
326.259684,514,1435.055113
4373.726677,6423,1482.214306
-2796.758335,6679,1531.344244
-90.695867,7439,1588.180515
2164.854706,1305,1597.838915
4040.084494,5416,1638.830282
648.545312,2017,1653.641849
1209.972961,1494,1664.521491
1885.701274,1938,1678.669565
2764.716884,2207,1694.742673
5279.937484,5084,1731.488298
-2689.145291,5409,1772.389615
-2868.129609,5002,1808.95135
1851.094884,2749,1829.469121
96.758608,729,1834.986806
1131.724785,1129,1843.54859
5464.696437,3756,1871.946321
-2204.756051,379,1874.833803
3165.147528,5703,1917.532437
4751.982862,3522,1943.801715
-5346.694452,7064,1997.055707
1030.91008,1545,2008.771442
4593.261795,4057,2039.246104
2754.79565,3910,2068.715812
-2997.031724,3942,2098.416509
6797.278996,4914,2134.969976
838.293252,1894,2149.225665
6026.502539,3675,2176.811363
1337.568302,2225,2193.491039
-689.479922,687,2198.599679
4842.485513,5095,2236.838531
441.052716,2785,2257.685669
2435.13756,3375,2282.458858
-1513.542459,238,2284.250933
251.470327,284,2289.444736
571.885428,543,2293.461306
-4.433933,233,2295.202672
5367.340229,3085,2317.788249
-2377.868013,2825,2338.720139
2938.114215,2671,2358.391228
27.227467,5750,2400.752561
-473.392264,2867,2421.890381
-396.854578,1480,2432.75177
924.988206,1101,2440.898122
-2628.836802,6427,2491.748139
-604.210571,941,2498.670696
314.0836,746,2504.234945
-7053.169159,6254,2550.274185
1680.089551,4695,2584.638958
-1321.017614,5180,2622.858383
-406.5836,2946,2644.659863
275.364578,3052,2667.172237
280.054946,2165,2683.169202
178.890705,2783,2704.161721
2666.990703,3241,2728.056813
-3737.34999,7214,2780.668868
2333.039139,1950,2794.880135
845.579148,1833,2808.345469
1706.900846,2186,2824.901206
-1074.674343,5975,2869.028755
-6493.961139,8222,2929.65078
563.796318,1600,2941.753644
1080.330304,1889,2956.046763
-1329.477903,1696,2968.89922
478.012601,1996,2983.701776
131.677895,1522,2995.344673
-487.751215,2117,3010.828696
-737.479469,2186,3027.139801
-7.618437,2034,3042.251502
-1679.657935,2546,3060.955182
-1579.837982,3026,3083.598298
-7566.95647,14185,3190.356386
1504.494166,980,3197.549229
2678.834009,3327,3224.997601
-3.523482,944,3231.937697
-1126.607505,3271,3256.177678
1524.192082,2033,3271.237998
1469.43341,2139,3287.20116
1222.24514,2801,3307.892196
-1016.567766,11992,3397.913815
-417.264496,11030,3483.386116
2220.780985,4106,3514.237886
-9374.46524,6897,3566.246145
4504.33227,3155,3589.992217
-10261.553367,8461,3653.383068
6288.758695,4092,3683.721415
440.116028,4667,3718.378056
100.882591,1490,3729.640047
625.139244,971,3739.637014
-192.694428,332,3742.114104
1857.192271,2085,3757.564511
1715.153683,1564,3769.05494
-5961.311569,9977,3842.284046
1872.491283,2891,3863.535952
1833.184379,1664,3875.682641
1915.683336,5071,3913.480613
3344.213592,3007,3950.584995
-8280.306484,7896,4008.170555
723.634566,6766,4063.245165
-1014.651395,131,4066.22884
-945.048502,5741,4108.16382
-302.224686,934,4114.944178
2491.441903,4136,4145.298231
284.676138,1276,4154.825904
240.867703,5871,4199.323105
-670.809341,842,4205.460289
926.131185,6773,4255.219557
6504.119117,6419,4302.651013
-17531.260807,10955,4384.356194
2434.971104,1245,4393.800205
932.114505,1547,4405.356684
1598.536775,2169,4421.204044
-318.425464,1448,4431.823726
3094.932695,3279,4455.937477
5231.514612,5103,4493.733154
-1507.170373,1056,4501.399531
879.714369,1519,4512.625681
-261.276279,451,4515.950915
-486.776406,6346,4562.526089
5072.971965,3001,4584.669157
2462.080604,4530,4618.014441
-10553.790152,13512,4716.922869
