#{"t_start": 1772491901.5501635, "env_id": "None"}
r,l,t
-152.597749,2242,49.903568
-13395.476957,8431,111.877815
2114.098829,615,116.430442
-528.366091,4398,149.102005
2614.532997,5292,188.078251
-499.329354,1755,201.007052
-631.920558,246,202.728301
6.650649,154,203.850307
1519.216379,2948,225.80284
-499.843183,985,233.175675
457.912277,1191,242.386837
339.290985,792,248.307062
1414.850121,2771,268.953496
-499.642367,425,272.086062
2564.075842,2711,292.319798
-2085.099765,2215,308.880487
443.195106,1815,322.479188
-5.778874,565,326.602954
647.917974,666,331.469075
-426.239247,1082,339.567227
-3272.866615,5039,378.022506
4947.136793,4141,408.778241
-20292.384037,11389,492.709019
7686.232761,1880,506.51938
3403.503681,4042,536.370999
3489.728965,3031,558.504278
-1577.390889,517,562.348104
-301.782419,82,562.980568
146.207489,144,564.071335
2460.435338,1499,575.0833
2593.932093,3352,599.666643
-1677.526223,173,600.985254
5003.413735,2378,618.399981
1223.77786,3160,641.95603
-767.140972,438,645.183274
-235.696627,84,645.803213
47.565625,97,646.508477
7677.260485,4963,683.31185
-2270.126856,112,684.168093
5426.105539,3948,713.329066
-1582.048181,746,718.887029
986.891624,909,726.43088
2889.596085,1966,741.116549
1517.632442,1673,753.451917
-995.169644,184,754.827252
4885.10603,3076,777.634109
-1664.479608,348,780.200542
42.738157,197,781.643578
222.817461,233,783.365187
587.205331,474,786.832085
-24.439655,220,788.480808
3788.656758,2011,803.33445
-395.388095,719,808.620301
53.049227,366,811.417955
479.816272,434,814.669659
145.804196,295,817.83533
255.465354,330,820.3109
213.445128,291,822.45144
299.402113,321,824.853653
137.593296,312,827.145946
2047.479543,5505,867.96004
-2108.559981,6030,912.694126
-16.939879,1757,925.766151
1246.664857,4237,957.425712
4090.42081,3674,984.75802
-132.220677,1856,998.7127
460.738225,900,1005.545976
5645.047652,4436,1039.14217
-1124.387921,579,1043.569927
-1814.180878,6394,1090.828312
1979.58391,1389,1101.353317
1888.135403,1779,1114.847255
-813.447632,6758,1164.889567
1262.662468,2113,1180.486063
425.628512,1178,1189.221321
-78.843731,369,1193.751926
