#{"t_start": 1772491901.5501134, "env_id": "None"}
r,l,t
1065.895034,5411,72.867861
732.574576,4600,107.014002
-921.572984,4751,141.756548
-395.759291,3007,164.292292
3468.77409,5038,201.534938
-827.687165,323,203.822254
636.928129,563,207.9447
1172.469885,2137,223.968885
-198.599365,1231,233.131696
298.384454,1200,242.429261
213.798305,790,248.328554
1535.424872,1905,262.474444
-286.190845,1425,273.099623
1681.698648,2454,291.41404
-2494.72817,2324,308.789471
27.669541,1805,322.307195
-913.559363,2237,338.823436
630.557496,1954,353.371966
-2122.318365,3954,383.745588
5131.339767,4500,417.280587
3178.73894,2496,435.523947
1252.888865,1591,447.143741
642.541502,988,454.364116
1859.022002,1289,463.912085
1397.610873,1352,473.894384
-962.775258,113,474.722768
5091.247039,3100,497.630022
851.484858,1503,508.667804
3952.419216,2673,528.435507
-1629.06899,303,530.654935
265.027537,283,532.727457
4432.281357,4110,562.899157
-2617.837279,93,563.622642
5403.88075,3011,585.67492
-933.439002,629,590.260509
771.931763,975,597.469294
660.455892,695,602.633302
3465.356795,1889,616.495985
-1119.314545,229,618.152331
785.490506,777,623.886005
3656.777775,3782,652.033051
4027.667682,2788,672.634549
2421.518514,3645,699.741469
5984.172872,4103,730.912414
-244.918265,1465,741.863376
1998.001618,1574,753.473426
1051.147141,1387,763.856143
5060.16383,3577,790.213914
-1444.860268,403,793.199991
3046.978675,4841,830.123676
-552.531593,986,837.463105
-365.532875,221,839.117983
1386.592083,1011,846.652726
84.301656,502,850.345945
1901.917749,1179,859.032988
843.49505,964,866.1648
4045.363469,3408,891.343768
-239.682946,1106,899.607507
619.432419,861,906.012542
700.779551,761,911.65608
2493.709368,1859,925.521507
1323.896227,4264,957.36194
339.878844,5097,995.371881
21.800467,1025,1003.137617
1161.803977,1259,1012.694371
1454.72262,1369,1023.04591
383.751599,983,1030.502655
1055.180776,1219,1039.755982
820.56849,1197,1048.733074
1293.175835,1447,1059.414939
1463.556813,5444,1099.881431
235.491425,1762,1113.255451
1120.094026,6637,1162.4009
461.984219,402,1165.405359
2015.701548,2058,1180.58405
369.322244,880,1187.057361
-352.777439,194,1188.533763
547.261603,516,1194.196026
-102.609913,187,1199.922895
2096.718763,1526,1211.183006
554.09207,868,1217.562505
1485.409245,3652,1244.645689
1668.48605,1478,1255.650131
3454.664992,2364,1273.168061
1972.868041,2785,1294.026262
1585.081853,1717,1306.862493
1033.931974,1667,1319.437109
-105.565683,536,1323.428915
473.227044,543,1327.511968
354.277154,578,1331.690081
2431.006638,1987,1346.196456
-672.946749,445,1349.82922
7758.710459,4335,1381.580159
2804.921556,2590,1400.446922
173.832642,927,1407.124747
2294.716147,1979,1421.676046
-3411.421771,7394,1475.924375
680.386509,923,1482.7195
1542.098805,6605,1531.304749
129.363535,7392,1587.792513
647.993603,1239,1596.935581
-1653.213014,5145,1635.988928
893.334373,974,1643.120604
1139.082232,3096,1665.754174
848.769549,1747,1678.506931
2404.215022,2244,1694.858294
6192.999606,4785,1729.442372
-4311.698636,4946,1766.846472
-2384.460172,3797,1794.609157
1658.345682,1551,1805.992615
1041.916805,2733,1826.322904
345.617841,6469,1875.302911
811.102187,5648,1917.574357
3758.392083,2695,1937.758962
-5289.430718,7650,1995.267853
1440.800065,1367,2005.631619
5158.298462,4373,2038.49685
3212.523925,3114,2061.990469
-10031.696794,9164,2130.512407
1765.619064,1192,2139.509065
4515.395286,3752,2167.782405
3644.155437,3173,2191.548052
-1578.461265,892,2198.169632
-5215.342044,7775,2256.460866
4826.023058,4352,2291.608927
-1146.243371,326,2294.042282
-2370.920472,3241,2317.773097
157.481187,2896,2339.227331
4126.014249,2625,2358.560384
68.8387,856,2364.812824
3887.910881,6044,2409.402377
-2153.66513,1607,2421.227054
433.311438,1533,2432.498071
2198.838805,2470,2450.598648
6056.825553,4643,2488.436188
-2399.655431,518,2492.280581
-1066.230356,2861,2513.326381
2079.306446,5241,2551.981492
926.267159,7622,2607.879691
2421.36018,4455,2640.796706
-2517.879412,3100,2663.789757
1795.937639,2800,2684.455896
-162.153105,654,2689.243162
1316.829886,1951,2704.092618
1242.145219,2598,2723.270519
-356.479323,3027,2745.248202
2076.296617,2815,2765.797872
-3557.667455,9168,2833.731112
507.427095,2377,2851.095602
1593.635196,3970,2880.332221
2603.587061,2644,2899.736854
1477.653997,1438,2910.18217
785.624437,925,2917.045685
215.10481,623,2921.800544
-2682.270192,5098,2960.318029
-1688.819526,3914,2989.388752
-2617.227977,10175,3065.044448
-6853.019858,13755,3169.422577
2245.274203,9443,3241.558222
-901.023108,2753,3261.917244
1630.014957,1830,3275.538021
605.424277,984,3282.891632
662.309655,1181,3291.617296
7677.936652,7145,3344.94859
1001.654911,7938,3404.528336
-101.583328,7675,3464.800606
-8639.86977,14699,3575.48799
4255.747499,3059,3598.533499
-7247.506807,6445,3646.724185
-1834.038721,6618,3695.86808
-353.838575,5308,3735.637217
1455.940363,1463,3749.182134
263.025146,663,3754.07816
1892.741438,1608,3765.938128
-4827.344375,7474,3820.799886
-7083.745192,8093,3880.035773
6218.186876,3911,3909.530522
787.362238,6676,3973.225453
-2090.056156,7242,4030.826252
3212.501286,1547,4042.098211
1117.484521,6916,4095.630519
-684.123597,874,4102.045522
542.544084,1093,4110.023293
703.421098,901,4116.650938
1858.274263,3984,4145.848199
304.087866,1171,4154.578922
-314.910909,213,4157.263302
1878.893481,5690,4199.308385
2589.666417,2204,4215.389931
-213.109983,701,4220.594061
1035.392978,4595,4254.374631
-2997.991734,6202,4300.141546
-890.53351,882,4306.714165
1929.153456,1510,4317.884008
7298.2184,4251,4349.314122
187.589144,5279,4389.155242
977.714521,2609,4408.634527
180.204209,1657,4420.753156
1993.854425,1958,4435.093755
