#{"t_start": 1772491901.550116, "env_id": "None"}
r,l,t
-18728.607533,9239,101.318645
-876.898807,8101,161.098095
2607.061394,5133,199.094939
-2347.573121,148,200.194242
217.347233,214,201.731679
230.562455,294,203.814751
671.136706,577,208.045637
581.035425,2122,223.94625
-265.76357,1234,233.140471
173.774139,1197,242.401279
138.381355,788,248.290639
1011.49087,1887,262.304103
182.65579,1452,273.150405
2065.641783,2588,292.45713
-2916.091625,2582,311.722635
852.601452,1501,323.006946
-231.965696,1125,331.209401
66.840194,1108,339.497822
1186.044338,2091,355.063457
60.662852,1113,363.303328
906.296718,2392,382.105005
3309.550071,3357,407.017086
731.735763,4441,439.84255
890.166583,1671,451.958119
-1375.054996,109,452.753452
2802.988527,1515,463.968988
-1081.677029,147,465.077247
2002.135306,1209,473.970631
-877.272386,127,474.905719
5745.449749,3101,497.823428
769.552037,1475,508.644667
3805.015186,2903,530.112349
-1438.5978,366,532.777425
5943.072477,4103,562.89899
-2052.510432,155,564.078384
5308.483596,2952,585.695924
-850.941979,625,590.247012
515.443395,975,597.462025
-258.004862,164,598.67297
3755.126248,4145,629.121908
2518.395408,2233,645.887925
-1360.021014,99,646.609833
4265.255949,4946,683.272747
-2829.24087,120,684.199871
4202.61313,3058,706.766564
2999.35317,2555,726.532768
-833.255387,692,731.67983
1332.953763,1413,742.243022
973.330333,1335,752.078215
-571.065957,228,753.784183
3277.256707,2410,771.696337
-319.899698,721,777.007468
-236.391761,166,778.211894
682.987289,594,782.586908
84.467463,307,784.850472
191.071337,264,786.773682
117.39782,211,788.356184
3669.409414,2036,803.416275
-361.425233,724,808.726942
51.769796,356,811.449974
401.900421,438,814.728567
111.268333,282,817.799644
290.97213,332,820.278763
181.320717,298,822.487158
262.375913,317,824.853533
177.330901,311,827.138397
1319.269568,870,833.612752
5892.365239,3733,861.253158
-1193.308714,586,865.60994
485.423124,509,869.384605
1802.268312,1845,882.98077
3525.014981,3307,907.588978
-229.237018,924,914.486342
1459.273864,1542,925.936566
1688.762832,4213,957.417854
3181.490049,3679,984.795597
207.533957,1815,998.418717
268.33283,781,1004.369476
6289.329917,4097,1035.390245
-1169.528839,864,1041.954795
774.321277,764,1047.692372
2582.339248,1828,1061.155774
-2761.573742,7791,1119.483296
3938.885938,2544,1138.233559
-5253.839104,6923,1189.442134
-555.183033,323,1193.623518
-193.813297,43,1193.95881
308.051385,238,1200.076742
1903.007039,1449,1210.751264
395.459825,779,1216.49595
1646.166785,1974,1231.001039
1611.472319,5375,1271.02059
-120.745913,4265,1302.954876
732.148862,1284,1312.522566
3187.006311,2034,1327.833787
-700.206806,544,1331.767174
2581.624375,1995,1346.337875
-504.761548,439,1349.922954
1952.251881,5302,1388.702617
2113.438186,2426,1406.296527
1196.747629,2733,1426.459293
-3976.703826,6459,1473.721096
1593.434333,1810,1487.204132
-1765.002807,7359,1541.364424
63.389208,334,1543.85126
1398.687925,861,1551.942543
378.542784,584,1556.273803
3678.862237,1950,1570.727057
-12.132938,3230,1594.441907
346.980057,728,1599.934226
1504.665644,4538,1634.512823
812.128147,1937,1648.770321
1619.487117,2083,1663.90737
6364.52448,4327,1695.461289
1519.34074,2522,1713.633421
1077.411858,1920,1727.562228
-2139.569274,3430,1752.436436
1826.527396,1501,1763.30942
-2293.462501,3802,1792.613591
-2668.3717,5548,1833.835936
2664.723918,1851,1847.895772
4126.927008,4471,1881.680637
-3224.403722,5209,1920.690819
5863.196221,3588,1947.364433
-1552.316143,491,1951.052533
2380.352151,3255,1975.5756
1000.677296,2485,1994.379638
6481.033395,4858,2031.068682
2528.377811,3756,2059.369972
-583.489032,1367,2069.579627
-1683.560229,3829,2098.439014
3589.046215,6232,2144.887858
1934.08674,2835,2166.221391
4901.455461,3478,2192.310824
-1502.615625,797,2198.223868
-6099.364996,7779,2256.549017
2999.2144,1910,2270.675628
767.626856,1907,2284.635897
-661.236624,259,2289.65125
683.413918,510,2293.416769
20.904611,241,2295.217315
6491.701716,3402,2320.178806
