#{"t_start": 1772310837.295627, "env_id": "None"}
r,l,t
564.860632,97,2.781917
94.005376,78,3.287311
56.308413,56,3.655061
414.656191,236,5.283481
1068.410547,544,9.307814
-72.404572,61,9.753818
173.231345,106,10.522689
785.991707,346,13.11507
357.786221,243,14.911557
22.524114,73,15.469573
1260.618935,741,21.079365
1486.126026,825,27.272856
-60.426117,1416,37.841439
798.552079,677,42.880843
1982.011369,1004,50.339758
851.818133,485,53.923716
1945.069547,1091,61.953866
1768.605252,1230,71.069438
1359.691847,824,77.103006
228.869878,184,78.441581
-666.940407,2235,94.988752
-366.585107,1321,104.685291
942.038742,1080,112.722289
281.027127,840,118.972449
109.669612,126,119.914386
1311.637805,606,124.438869
391.982018,313,126.780141
1052.219477,533,130.750289
1077.463395,524,134.762942
980.472129,569,139.059809
1242.455861,648,143.850367
857.374958,481,147.39074
1848.091363,1189,156.247004
346.571712,617,160.849151
84.291854,108,161.639838
2178.234474,1176,170.514996
-50.365318,152,171.633788
194.446604,138,172.687001
-28.395872,16,172.818419
-24.625365,14,172.937237
215.811401,122,173.897851
397.622043,1011,181.505957
1070.430941,669,186.669984
1769.714147,1038,194.473871
937.002673,850,201.040895
-140.280152,552,205.304563
3007.789449,2317,223.011407
1198.680031,571,227.431004
3778.536089,2538,246.63097
845.13562,647,251.512446
3016.942757,1416,262.411047
171.043724,212,263.959957
394.902077,627,268.565574
349.346791,322,270.948985
880.874505,771,276.668257
434.327806,580,281.012877
-190.173001,521,284.894756
1772.430757,966,292.632158
358.302253,318,295.003477
1341.03419,672,299.999292
1404.180397,748,305.705177
556.297574,377,308.592371
859.541067,486,312.331412
425.886469,297,314.598304
627.146902,347,317.170566
295.266749,250,319.061922
625.140924,320,321.439773
412.378093,346,324.082806
663.598279,364,326.907824
282.024196,227,328.641303
208.838917,173,329.891962
188.003277,166,331.133786
427.502853,244,332.940707
1655.909351,791,338.883002
244.168221,257,340.89375
110.783115,142,342.011541
1010.868295,550,346.364295
-82.072865,101,347.160398
526.358441,278,349.378591
857.120208,593,353.933151
932.73722,617,358.589201
574.037597,380,361.489963
10.446661,118,362.371932
613.239323,378,365.231266
28.377408,121,366.140559
910.444877,429,369.308262
1265.89753,699,374.565762
-149.63572,122,375.483457
2273.256806,1116,383.843315
422.20156,732,390.450513
517.991262,401,393.546603
689.496772,507,397.461472
-326.677847,15,397.583647
796.849687,398,400.56358
624.839571,450,403.999357
252.905535,410,407.010731
331.500181,310,409.334824
107.700822,168,410.624093
-115.405374,18,410.771917
717.003201,866,417.272495
455.317759,362,419.948765
1252.427348,633,424.737858
515.148778,432,428.015056
245.904496,421,431.213861
-34.656935,112,432.048844
21.485713,55,432.465903
-22.860583,19,432.612921
1254.42243,1069,440.608871
1489.009206,960,447.788401
1493.927324,1094,455.975982
494.080048,407,458.969905
1830.452899,976,466.274634
821.559387,651,471.148871
-220.114789,119,472.058363
186.243306,169,473.355117
1970.95011,1114,481.665898
223.423874,259,484.394532
2760.86061,1420,495.267822
-647.548446,14,495.391714
-21.10738,15,495.505903
-23.325871,15,495.620381
-22.001353,15,495.732967
456.347095,243,497.585231
-169.816643,15,497.708405
1883.880406,1277,507.540912
2569.2819,1395,517.929834
2760.897949,1787,531.355552
2783.486351,2381,549.514917
-694.447217,2622,569.252555
1827.070049,967,576.534258
4136.235811,2200,592.923741
1844.993068,1215,601.903398
3593.173321,2336,619.603936
3113.738323,1598,631.535593
857.79546,1066,639.502873
1777.86267,1325,649.638545
1431.093916,1288,659.178884
1767.924462,1405,669.528371
3467.96085,2110,685.533098
1305.968117,1948,699.946782
-43.083008,126,700.933729
537.563347,305,703.227355
375.518094,211,704.810418
1088.390242,689,709.828721
1042.449256,630,714.977915
-2117.180155,2796,735.62686
2494.951607,1261,746.178852
871.743648,1411,756.64958
-1025.472986,1317,766.465549
1912.780205,1950,781.054963
578.150724,405,784.088023
2533.91464,1411,794.66252
869.828943,1787,807.766282
5223.404887,2567,826.910643
-58.485405,243,828.731016
436.657211,296,830.935228
2799.924716,1482,841.925678
2670.774768,1476,852.90614
92.96984,1722,865.685812
3390.189184,1788,879.289948
254.281257,2053,894.684368
5683.416827,3305,919.320975
2322.512831,2306,936.407892
1341.965251,652,941.389974
528.866493,686,946.623795
-244.201097,3034,969.478026
-548.312981,2143,985.405668
1768.415696,937,992.4198
6063.111327,3061,1015.805769
3049.77471,3397,1041.289789
4030.306603,3201,1065.370224
1948.654998,2584,1084.843957
-3422.389966,3049,1107.931933
2366.315743,1648,1120.550955
3515.27501,2633,1140.433996
1692.210791,1770,1165.268157
4211.790028,2183,1181.615042
1800.320916,1198,1190.645835
1009.516082,1157,1199.466362
1883.272153,1221,1208.694821
2795.376645,1533,1220.155481
62.5046,352,1222.861355
2139.247758,1727,1235.931347
1914.294201,1638,1248.484988
2449.789716,1585,1261.245931
2139.34412,1242,1270.622133
3655.476045,2578,1290.059889
2915.260632,1588,1302.093127
-316.203973,2079,1317.873412
2684.997961,1604,1330.203458
5013.358172,2745,1351.154999
1220.02282,1070,1359.395443
5499.24693,2769,1391.779498
729.711335,2312,1409.473941
2339.211838,1282,1419.098885
1506.919968,1980,1434.095007
1951.674431,1212,1443.177592
1397.685976,801,1449.579467
2700.368927,1820,1463.426355
2185.196646,1407,1474.106183
-1154.185975,2449,1493.2629
2233.667417,1659,1505.872993
1378.663798,1954,1520.731643
4996.167095,2457,1539.127641
3361.219993,1894,1553.493901
2014.609501,2469,1572.061358
4548.44963,2418,1590.244517
2248.843997,2095,1606.204992
2994.013444,1678,1618.838832
2921.9175,1953,1633.681089
4076.959993,2237,1650.929914
1025.449439,1956,1665.991004
733.049846,2032,1681.496494
2878.146822,1768,1694.901649
1788.124911,1226,1703.918496
-816.239305,1937,1718.258657
2552.850581,1443,1729.083477
-1682.34729,2842,1750.795807
1358.223186,1295,1760.647145
1565.198675,1388,1771.409335
2535.568492,1882,1785.81245
2074.460752,1186,1794.844802
3234.427774,1995,1809.955915
499.632177,1984,1824.942085
4620.631512,2393,1843.397017
2959.053428,2302,1860.983893
-457.074765,2381,1879.187013
2827.811009,1469,1891.210714
-1032.904273,1957,1906.156974
70.559672,2038,1921.964902
25.447455,2430,1940.203033
2514.657494,2371,1959.049841
-206.425445,2486,1977.710479
2457.875405,1785,1991.162186
-59.061679,2278,2008.615216
-308.885379,2707,2029.064449
3262.915683,2317,2046.661116
2572.095342,2685,2066.787844
121.558124,2278,2083.933846
4133.604299,2918,2105.978362
3664.022931,2593,2125.613106
4024.727825,2146,2142.071945
2045.50444,2053,2157.661549
2998.327798,1991,2172.850185
-493.833424,1947,2187.691345
2492.446256,1353,2198.008353
4227.336789,2827,2219.630133
3732.810121,3688,2247.767231
2753.572627,2105,2263.889485
4553.983805,2390,2282.125784
904.671377,2186,2298.904234
2953.519461,1666,2311.603971
876.163793,1734,2324.969586
3185.676221,1570,2337.059102
4083.023995,3315,2362.302941
-2013.864643,2832,2383.724678
2926.934752,2345,2401.442224
5343.080263,2820,2422.599483
3260.381929,1861,2436.683641
6119.310226,3156,2460.477399
-1505.717925,2863,2482.056617
-802.342107,2673,2502.623305
-1640.980831,2519,2522.060017
3800.338452,1933,2536.605238
51.793001,2823,2557.744948
2226.956748,1898,2572.118981
146.938959,2505,2590.952274
411.758679,1855,2604.7904
119.805599,1983,2619.611608
3560.920856,2246,2636.606274
2842.968526,1504,2647.801421
1940.572492,1494,2658.974787
-926.365008,2793,2679.943998
2577.889399,1446,2690.762838
819.851643,1685,2703.381732
2781.928159,1679,2715.918297
3321.688725,1761,2729.049374
1815.593294,1279,2738.676603
1384.417684,1420,2749.480383
3933.83765,3006,2772.001917
-881.129234,1853,2785.878518
-130.719006,2338,2803.347738
482.466858,2272,2820.263727
1564.784094,2894,2842.202963
-118.94373,2177,2858.605139
1002.319821,2172,2875.334626
3677.227566,1887,2889.713526
-1455.053121,1886,2904.051182
1387.760815,1037,2911.881541
203.986951,451,2915.324386
1646.793642,2271,2932.350734
4186.139344,2254,2949.595331
2137.736812,2612,2969.666568
1737.52049,2518,2988.886071
1667.141586,2371,3006.951955
1939.27094,1956,3022.000055
2264.173334,2130,3038.413788
2467.63696,1859,3052.704429
302.696453,2176,3069.39887
1677.093539,1527,3080.835135
807.185147,615,3085.453752
1295.348284,1083,3093.524698
2772.506883,1943,3108.08556
3278.429774,1891,3122.405963
1538.844698,1866,3136.509973
4461.890159,2268,3153.533389
4149.934846,2303,3170.815454
2899.366888,1728,3183.767349
1124.00458,1017,3191.434044
2436.558217,1647,3204.23005
179.498116,2172,3220.731493
4683.140614,3143,3244.874973
3231.164866,1748,3258.386171
3561.212931,2224,3275.317472
2883.9072,2050,3290.662097
1586.338854,1867,3304.994192
1616.817356,1446,3316.024956
2549.14339,1515,3327.431001
3276.850088,1946,3342.089779
684.553646,1546,3353.71015
2901.170867,1739,3366.612261
1473.875582,1557,3378.061935
2913.829687,1816,3391.726593
2453.10892,1941,3406.268162
-2153.571443,2652,3425.970056
2007.847852,1501,3437.809453
3423.374653,2452,3456.590477
2379.668603,1502,3467.962928
-1507.956971,3075,3491.117778
272.537227,2043,3506.912261
2306.870046,1667,3519.395008
2198.427204,1537,3530.959885
1905.044021,2289,3548.50395
1865.691432,1022,3556.127117
2084.228188,1184,3564.97323
1292.177816,2108,3580.656156
1898.872171,1638,3592.985762
3279.800609,1987,3607.994755
-263.335533,1658,3620.585603
3202.175262,1654,3633.249884
3025.223636,2391,3651.562872
2263.698794,2145,3667.380792
-1244.135055,2830,3688.215567
-35.997722,2205,3704.600442
1502.166858,1793,3717.941604
920.849175,2481,3736.545256
3054.230108,1535,3748.01953
2475.359678,1639,3760.3156
-3191.862422,2990,3782.878498
3858.196151,2465,3801.158793
3622.436166,2417,3819.513371
3995.043873,2170,3836.333149
1634.962871,2448,3855.10381
2840.843059,1561,3867.125905
2933.010606,1772,3880.780838
84.142449,1811,3894.978353
196.178778,1266,3913.772488
2470.811867,2139,3929.623905
2454.611437,1828,3943.568902
2719.540306,1896,3957.69537
424.727495,2398,3975.719954
-1950.438613,2689,3995.739988
-503.115684,1889,4010.21349
3812.036291,2175,4026.930187
1716.049544,973,4034.452933
4803.913538,2501,4053.579526
-947.757356,1999,4068.510854
2638.247582,1816,4082.05319
345.69784,2342,4099.468976
2753.815266,1445,4110.246576
3052.897375,1688,4122.861913
588.539289,2135,4139.119636
3296.747497,1784,4152.487185
-46.858562,2173,4168.710371
2603.770855,2409,4186.748947
95.851336,1104,4195.22294
622.000422,1918,4210.02118
3450.785605,1792,4223.42839
1371.64545,935,4230.33346
3173.261274,2383,4248.223464
2976.662308,1765,4261.920166
2883.333871,1674,4274.632683
3883.437146,2088,4290.228746
230.531698,370,4293.023041
984.53375,864,4299.439463
3639.83698,2516,4318.271784
933.78682,1058,4326.490028
1473.613284,1634,4339.082138
1277.113021,1168,4348.082772
1139.175732,1368,4358.620864
2580.263141,1424,4369.575426
1980.879332,1095,4377.974421
2285.328811,1399,4388.752938
3731.611531,2152,4404.721899
2726.156784,1484,4415.830453
783.447109,2265,4432.769969
5013.200474,2533,4451.547839
207.78971,367,4454.317237
4031.221293,2507,4472.988857
3114.799146,1799,4486.565944
1790.443629,1253,4495.904732
2621.368873,1438,4506.684683
2800.888213,1911,4520.931758
851.951203,2083,4536.991905
2587.580337,2040,4552.729062
4931.257161,2731,4572.952545
4373.631665,2343,4590.289184
4076.414287,2300,4607.483174
3626.064718,2183,4624.134315
3610.65435,2259,4641.164838
1175.431822,1336,4651.384467
3069.260646,2089,4667.497543
3127.482232,1753,4680.683033
1203.451576,927,4687.465264
1113.220889,640,4692.202103
1128.792298,1113,4700.589745
3505.489527,2488,4719.650664
987.502242,1148,4728.103149
2226.306748,1429,4738.771606
3285.231882,2867,4760.086863
