#{"t_start": 1772310836.9441352, "env_id": "None"}
r,l,t
711.791241,126,3.323311
317.449609,171,4.428449
886.230746,396,7.284842
314.613395,206,8.82455
90.0229,96,9.536581
772.247781,375,12.356017
411.941589,243,14.149918
548.989392,294,16.299765
440.714887,233,18.086981
1090.844197,531,22.123956
314.242288,245,23.968915
1459.002459,989,31.352975
1586.246482,1373,41.55306
1677.74555,1053,49.396762
164.96368,200,50.900084
1021.731129,452,54.240082
1438.714572,742,59.68804
1793.600869,2367,77.13386
41.012771,243,78.921838
466.028077,257,80.826482
3709.163756,3087,103.570374
1140.963094,2314,120.808149
401.596355,540,124.8584
253.003719,574,129.145368
1220.176152,585,133.628593
862.193338,648,138.481986
812.654541,525,142.332583
479.198936,436,145.594903
760.28314,1355,155.662902
234.850181,202,157.154046
1954.915929,1722,170.06819
138.564742,156,171.268828
207.420469,126,172.188123
200.922686,127,173.169751
-53.997672,17,173.319116
150.015741,110,174.168019
2650.46232,1530,185.817207
3224.658457,2302,203.379959
-1939.485471,2832,225.052787
1049.726784,354,227.78995
1458.507785,1126,236.442108
3783.50371,1949,251.024078
585.09183,610,255.743783
2511.386457,1846,269.57283
657.237517,554,273.689195
257.636418,456,277.099364
91.030131,152,278.218722
944.857243,435,281.480466
745.875212,429,284.667121
869.254263,507,288.487442
788.931656,544,293.057417
674.855958,575,297.277752
533.33549,368,300.05842
592.242942,667,305.132216
973.824366,660,310.182342
165.769998,312,312.607208
841.119613,468,316.165029
462.014012,321,318.527524
-2.981634,116,319.420851
725.868926,323,321.826919
190.136728,460,325.362232
224.465818,218,327.037505
245.578951,239,328.865052
455.677545,335,331.337997
326.497984,255,333.225828
65.221298,119,334.12447
757.958194,437,337.381475
1409.712613,762,343.348032
444.115246,356,346.124796
76.347795,199,347.715693
377.130558,288,349.992261
948.651783,566,354.327074
139.280034,897,361.12316
-324.315104,86,361.781257
376.963593,196,363.263473
119.568176,155,364.445373
65.340961,97,365.159023
144.761699,127,366.102198
