#{"t_start": 1772236628.8154192, "env_id": "None"}
r,l,t
-301.841219,5779,43.710837
-307.59952,5779,85.758726
-307.59952,5779,127.371843
-307.59952,5779,168.980271
-307.59952,5779,210.953843
-307.59952,5779,253.353428
-307.59952,5779,295.858697
-307.59952,5779,338.317005
-307.59952,5779,380.812016
-307.59952,5779,423.421399
-307.59952,5779,465.874774
-307.59952,5779,508.524348
-307.59952,5779,550.959735
-307.59952,5779,593.836074
-307.59952,5779,636.382566
-307.59952,5779,678.509127
-307.59952,5779,720.908552
-307.59952,5779,763.447079
-307.59952,5779,805.891264
-307.59952,5779,848.320224
-307.59952,5779,890.717574
-307.59952,5779,933.140484
-307.59952,5779,975.268784
-307.59952,5779,1017.847227
-307.59952,5779,1060.378815
-307.59952,5779,1102.891734
-307.59952,5779,1145.295486
-307.59952,5779,1186.671511
-307.59952,5779,1228.41184
-307.59952,5779,1270.421055
-307.59952,5779,1312.966203
-307.59952,5779,1355.902342
-307.59952,5779,1398.437953
-307.59952,5779,1441.131757
-307.59952,5779,1483.836842
-307.59952,5779,1526.366408
-307.59952,5779,1568.910169
-307.59952,5779,1611.691983
-307.59952,5779,1654.479263
-307.59952,5779,1697.320772
-307.59952,5779,1739.693063
-307.59952,5779,1782.195724
-307.59952,5779,1824.275385
-307.59952,5779,1866.711262
-307.59952,5779,1908.644908
-307.59952,5779,1950.699223
-307.59952,5779,1992.523344
-307.59952,5779,2034.787853
-307.59952,5779,2077.469387
-307.59952,5779,2119.872015
-307.59952,5779,2162.61254
-307.59952,5779,2205.439539
-307.59952,5779,2248.19607
-307.59952,5779,2290.956437
-307.59952,5779,2333.561367
-307.59952,5779,2376.187424
-307.59952,5779,2418.163409
-307.59952,5779,2460.815459
-307.59952,5779,2503.480716
-307.59952,5779,2546.271449
-307.59952,5779,2588.986792
-307.59952,5779,2631.683175
-307.59952,5779,2674.228522
-307.59952,5779,2716.833889
-307.59952,5779,2759.111844
-307.59952,5779,2801.184505
-307.59952,5779,2843.394431
-307.59952,5779,2886.229173
-307.59952,5779,2929.011183
-307.59952,5779,2971.714872
-307.59952,5779,3014.271115
-307.59952,5779,3056.609817
-307.59952,5779,3099.284338
-307.59952,5779,3141.931504
-307.59952,5779,3184.468706
-307.59952,5779,3227.168982
-307.59952,5779,3269.786498
-307.59952,5779,3312.369589
-307.59952,5779,3354.807276
-307.59952,5779,3397.410987
-307.59952,5779,3439.642554
-307.59952,5779,3482.113382
-307.59952,5779,3524.68679
-307.59952,5779,3567.358055
-307.59952,5779,3609.44201
-307.59952,5779,3651.420772
-307.59952,5779,3693.798729
-307.59952,5779,3736.251392
-307.59952,5779,3778.894793
-307.59952,5779,3821.278159
-307.59952,5779,3863.673675
-307.59952,5779,3907.642258
-307.59952,5779,3948.847636
-307.59952,5779,3991.28572
-307.59952,5779,4033.846025
-307.59952,5779,4076.695478
-307.59952,5779,4119.515171
-307.59952,5779,4162.113725
-307.59952,5779,4204.064469
-307.59952,5779,4245.604188
-307.59952,5779,4287.05339
-307.59952,5779,4328.5273
-307.59952,5779,4370.280818
-307.59952,5779,4412.94088
-307.59952,5779,4455.60019
-307.59952,5779,4497.387612
-307.59952,5779,4538.59611
-307.59952,5779,4579.895083
